State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Literacy rate,Male_Literate %,Female_Literate %,Sex Ratio
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,647042,408160,2635,19712,334246,67752,59.4654208556873,68.30099890324371,49.3458793603509,873.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,623583,438420,2964,21506,265643,85483,67.13846795759288,73.72212291453864,59.5716580112344,870.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,838339,612562,4746,28625,510378,79288,58.71725409510983,66.55449069090238,50.56778782335343,962.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,654827,437850,2624,18733,316647,94843,57.96067693469779,65.0766218794721,49.81432686662935,874.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,911003,601163,3385,33501,558807,77733,57.437119525603244,65.78959531227207,48.16968760692013,901.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,912314,609492,5834,31797,349747,185621,60.91717250644075,68.48967678293393,52.26711030691787,875.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,1122947,666065,456882,53181,87188,170835,338935,68.13523328165813,74.82077343200623,60.282543498425255,851.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,1811397,1311867,78116,179552,355407,836316,66.71296093573946,72.78094882985366,59.82581262133399,881.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,1293553,903996,5309,50180,700173,61467,60.70127957377741,69.7304960715874,51.21230369710281,952.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,1034181,645813,4313,31811,673578,52794,48.92351858037421,57.86773996080902,39.21688052937472,921.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,1593890,1106438,14597,65360,761958,189170,60.805941144746726,69.97568243072084,51.150145299516716,950.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,1374587,847014,3845,32065,786613,121064,54.28011566526463,62.72522841124702,44.54678992302,868.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,653430,421766,2217,18615,304856,91565,63.622043889432625,72.11519360064982,53.80478184216501,865.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,1565394,1166283,8002,52398,926088,80582,60.782220833767234,70.49847667042714,51.293618132951934,1024.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,783705,520808,8517,40774,309592,195321,65.27124196251081,74.11370522660474,55.33640682259365,890.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,600541,382569,2825,18303,335888,115486,53.42347468048675,62.33241199067102,43.633806736528996,910.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,603596,413491,2488,18082,299785,65985,61.3954591770211,68.45230534738981,53.36469464663672,879.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,692964,477279,2682,25354,363933,41323,65.15162143744739,71.93982901723842,57.30128258230893,865.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,507279,306145,1503,15029,349856,30764,50.851840089622634,60.49947226247339,40.22343652896884,908.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,1183722,771098,3486,35931,742324,42775,54.84067527291009,65.10925137028308,44.15132302579632,961.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,397586,243605,1079,9906,258013,43819,52.48814661523651,62.02483264717766,41.95883089525837,906.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,1742440,1384820,68506,152257,344155,717566,68.13443088841044,72.76915700971736,63.07934636747835,917.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,302283,185823,1316,11298,198298,48525,55.72253464207188,64.81780091689218,45.366943359375,878.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,712110,491775,2642,24451,338475,72783,64.42955929503904,71.68577488707712,56.19309559939302,881.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,943346,564400,8726,37596,407488,177802,59.19266138606398,69.00217609947883,47.82811706872284,863.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,773082,589962,2656,26716,352207,99321,61.788928941852284,69.35280867024488,54.062509450093884,979.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,1254520,886968,23717,69473,381520,422303,62.18587102377712,68.71284731750306,54.82061824065821,886.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,865837,562846,4447,24518,465152,77963,57.216666599919094,65.9784866593208,47.510863803192116,903.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,1357435,906413,11690,61846,692398,355518,47.44017505426439,54.22829146535655,39.950855510794156,906.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,1448528,968811,10077,56149,673746,296104,58.34034027173084,66.03927904828683,49.680628159489004,889.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,654290,406805,2870,18097,371752,89638,52.24477315932441,61.034401055221906,42.419486863989235,895.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,250122,151393,716,5961,209813,24269,46.26559028770015,57.13887568990095,35.199161133121294,983.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,1121381,810178,5149,34400,711085,41701,60.18928429757371,69.82077536369495,50.53959437474423,998.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,1165965,799878,5184,34788,705025,73393,57.72453215463306,66.52993195027565,48.38897603593914,943.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,630408,413258,3847,25960,396775,143217,44.68094488485623,51.50859269100384,37.165828784186054,909.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,1220114,856994,9699,38816,605082,284156,59.92149739988264,66.52363603848414,52.503008069713694,890.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,567098,387851,2031,19729,324972,27179,55.67621647369406,65.2094621321534,45.87091837398451,972.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,915142,575788,3889,27533,520289,134714,49.589594410581206,56.96839460583677,41.12374878136751,872.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,1397702,886031,3874,34609,827583,111319,50.93080005495103,58.844069543427594,42.0173203940954,888.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,601988,383720,5149,25220,337048,91040,52.92224300008751,61.974748389859826,43.055828279371426,918.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,1300248,939654,5956,44008,839737,49891,58.9895439092343,67.91274980596327,49.91439715999365,983.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,1053063,720521,3476,28719,596317,121039,57.05838467594078,64.60164396133457,48.74049571123197,907.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,1389116,1014787,19214,57583,438935,316129,65.37957447711229,72.27988346687604,57.823148245226164,913.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,231604,204893,1830,9858,260056,21082,70.11932415109253,79.56685596105551,61.82182997661613,1139.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,97546,81937,435,3595,96031,3880,69.0590154599112,78.45985554107749,60.43799604638126,1090.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,155395,125161,899,5582,163434,22906,71.6425990475096,80.10423163961214,63.33609966905179,1019.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,102015,75711,548,3159,85202,12839,68.44882302193739,77.7998093422307,58.908522210032444,980.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,189623,155927,1344,7932,183687,26256,71.47747699296086,79.23871528503255,63.86969397828233,1020.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,227406,180588,1366,7831,227059,27177,65.91914122898999,76.31432349170767,56.26758478867095,1077.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,598525,439314,7883,28053,269406,145253,62.94121785284996,69.6945561335052,55.60099174934409,920.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,128237,86889,602,4104,112148,9061,65.17271256581618,76.06125850400659,53.80490312033637,958.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,1299337,933655,4273,34128,900515,90885,62.08491511880143,70.68932780949842,53.09144485405546,957.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,2918040,2329168,32323,141387,1364868,862368,67.99047834141425,73.55991054955156,62.099985229321454,945.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,1201481,956966,5210,39636,831044,134565,61.62758493880204,67.08736291961674,55.9143994334741,956.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,596474,487211,2518,24318,390949,70077,64.64836339600399,69.58407557638307,59.48293017628379,956.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,717673,597912,10943,38065,303284,215675,71.23503443481049,76.5714706393857,65.73611092787314,970.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,1942824,1662382,30751,99261,483384,869313,74.33369986035136,77.68750957186425,70.76344813788465,939.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,2211777,1866611,31725,118459,992085,647953,73.89528631699294,78.58080552025419,69.0189137183619,961.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,1396622,1102158,9322,48818,798378,319426,64.5205102397565,70.42747989979144,58.321965179052405,953.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,1926915,1661222,136618,252644,0,1308106,79.79500050481532,81.76098093743714,77.62980810569327,908.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,1152019,934413,5357,63525,830318,128678,52.30667022659442,56.15383752993481,48.23264701874358,944.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,2177187,1878647,7951,79729,1501066,350899,57.09380899565543,60.01787976724876,54.042453303753504,958.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,1878866,1601689,12787,77210,1081381,468390,67.35341357690223,70.79993428212262,63.715037440847276,947.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,1002058,622847,3551,32862,653219,99433,55.455331957960695,66.93792100980897,43.46094078719213,957.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,853495,636172,2883,31210,683981,94269,49.53776585945289,55.02634962019669,43.691091350129255,939.0
