State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Literacy rate,Male_Literate %,Female_Literate %,Sex Ratio
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,229862,175456,18615,32174,70895,93656,72.2114831291322,76.70273859696543,67.06674719242855,873.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,464136,322463,10024,26719,173502,153804,65.25426048810515,71.75248934463104,57.72906298113073,864.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,375453,261494,5121,18092,199449,69305,70.74579155244955,79.15355181464577,61.38400035681002,898.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,436025,311557,8482,27225,175203,131739,70.44658708410448,76.70028268414488,63.23141711908266,867.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,456968,325929,6287,22706,245476,93316,60.446544867196984,66.94697486895348,53.20360361536842,897.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,186064,137778,1615,5117,186395,13836,62.3876859058334,71.201591917955,53.45204841713221,986.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,180555,177536,2521,7525,196116,15232,78.74146817718045,83.17823743492883,74.68973234945182,1095.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,408125,245174,1196,11037,256081,55300,59.16036168199332,68.76150939200083,48.002929037411796,861.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,217070,237698,358091,180555,177536,2521,7525,196116,15232,78.74146817718045,83.17823743492883,74.68973234945182,1095.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,593537,510748,653299,408125,245174,1196,11037,256081,55300,59.16036168199332,68.76150939200083,48.002929037411796,861.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,606443,546197,8053,22753,588321,39007,76.32998361008559,80.79539989155212,71.91685407460855,1012.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,36697,24002,354,2563,44514,0,72.15677417054005,79.34658046660469,63.37663709336713,819.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,174550,133122,2623,7010,167995,20709,70.26030878984615,77.42224508986392,62.66009573972351,942.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,393669,330078,5333,16401,431129,31696,72.39084315802424,79.03968357543694,65.79033389673758,1007.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,342846,269796,9177,24127,279269,95896,75.26222036584316,80.66224511162505,69.36146910695142,915.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,205617,157028,2220,8593,171102,21054,68.44230968849968,74.4209867204268,61.927860990826844,918.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,244372,184206,5250,14478,192787,51509,73.85201268265784,79.14780051432531,67.83102450233093,880.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,213281,186434,2412,8238,185091,20126,76.69526241766171,80.88262063316293,72.40689604281481,976.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,138620,80463,596,3077,122267,11350,53.443220405136415,64.88454931403616,40.990855599989814,919.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,641916,495219,19905,46657,254566,248043,74.32458930245144,78.87680460445233,69.15143331513384,880.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,56301,29935,235,1005,40370,7774,61.246289115211425,72.38027897409526,47.50305473126299,810.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,228499,160705,1443,6112,181374,33473,63.1378815284661,70.06829005025928,55.35329250566604,890.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,178326,115632,1537,5293,147520,21703,52.451288273499394,60.848824830071244,43.246963078211955,912.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,163333,98391,346,3342,132139,15269,54.88774943114495,64.84067026863941,43.741775438346906,893.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,431746,316838,16413,33831,4518,257721,60.52445406761969,66.30780005037444,54.095150288968,900.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,197543,124811,1214,5744,148664,34696,58.083371622656465,66.56120276025662,48.338697371427685,870.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,759088,514432,9754,37997,250312,258452,61.75151406418953,70.75718186029734,51.98787698719484,922.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,303902,206159,590,9115,200974,14528,48.908605542695945,56.917415041156694,40.50664995254946,953.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,489837,303701,1944,13550,257373,64337,53.18359088328788,63.20298004443745,42.35417006600646,925.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,1014950,707254,11568,46646,258764,405455,64.15393332133849,72.18931460159493,55.31770445925832,909.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,406275,266134,1193,10396,303697,23281,50.88448830898366,60.77284843698113,40.76008380709665,977.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,405161,248315,565,8881,272872,19180,49.4015651837337,59.27089200160919,38.847231500182254,935.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,783736,469739,1944,19976,452564,46886,51.256934238515726,62.295306089032806,39.561099432698654,944.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,376212,228307,874,11925,276454,15576,46.02173802159185,55.494470643594376,35.91856191710823,938.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,321795,237925,831,7807,216629,16445,54.5954840603855,62.558564513307026,46.576798617133534,993.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,258260,168052,808,4959,165555,20113,53.89246083014555,63.79467924807945,43.5128892939629,954.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,209706,140976,340,6240,146377,14137,48.23832358063105,56.72850627323043,39.45459430413756,967.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,149568,110139,351,2954,96759,14725,56.239199636198265,64.29464942032162,48.06184298375378,985.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,206989,145892,328,4535,200588,16587,39.19062395188034,45.72715564186002,32.58256078577634,989.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,621706,402857,2155,19981,355529,52375,52.81609222066026,61.78125453392719,43.152446476792775,928.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1085244,826189,22538,76565,420740,310242,65.58912352496506,72.59463107809894,58.210363301759436,949.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,287303,195960,591,9563,223450,37543,42.00216067382429,48.745739246103184,34.91952613796741,952.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,191991,151492,423,4649,144169,11114,57.28745884605506,63.93115091455801,50.62067905462978,997.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,641388,472024,3745,26297,324799,165858,58.9184189248113,67.50663869800476,50.23450445436076,989.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,385311,303438,3729,17066,231052,95410,69.50580418458347,75.67403549291791,62.98648056776218,946.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,1725548,1326484,17560,73497,962777,356198,63.85457043920061,71.21350125853104,56.2880898651361,973.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,813440,608181,9626,40190,371604,251876,57.96395246667305,65.76154004110096,50.029655136672744,983.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,1042673,597198,445475,3971,36072,287134,102269,61.21487700346386,68.59101950807715,53.5018345373423,956.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,86919,54076,32843,117,1462,50449,7942,34.05516592877013,42.02917699727195,25.949102056618234,984.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,1248268,730566,517702,4987,36571,396449,131041,57.330190035414915,65.7562136483346,48.55084220427662,960.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,818345,438257,380088,4510,18727,311660,80766,71.91327295047897,77.34556723882942,66.52582792352702,1008.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,1087392,607188,480204,5711,28897,349704,97644,65.52701608237881,72.21181599894392,58.66068581857361,974.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,720637,587903,7320,39416,354680,176011,67.25993409396159,73.0572789943228,61.29755384491871,972.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,1301664,711776,589888,15013,49585,199707,283397,70.47362160622797,75.94659018401504,64.83589557020808,971.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,700177,397178,302999,3373,15625,180066,111906,65.77087462543562,73.9421424675182,57.448954634136165,982.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,1427368,828359,599009,9752,52483,400704,199303,55.61912243417243,63.6340171537655,47.36855423697048,971.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,668836,556420,4851,23444,496103,132878,68.9732895524203,75.68869268627209,62.326239927236394,1010.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,1085443,603793,481650,2456,17819,315076,98488,67.93920889696733,73.71167876082859,61.86580008734297,950.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,412877,215302,197575,3308,10758,181182,31792,74.4567814628534,78.40339684204393,70.58493592606222,1019.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,564110,452109,5051,27235,326567,151042,66.14282339050807,72.6575098274592,59.48763494977006,979.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,809085,468785,340300,2135,15263,272968,64681,58.210904224703576,66.97636607298486,49.31926944292269,986.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,638668,510981,3367,20265,458867,103435,63.66534146947921,70.56442212609866,56.73254992872084,995.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,1063766,898414,28397,80086,540596,380386,65.38143837298455,70.37351151098174,60.31538871064439,985.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,577213,402556,5200,33903,330446,125402,50.79650064391967,59.84514432702167,41.74588639854153,1000.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,674938,588078,8791,35207,352444,201662,72.058983781514,76.92346267159782,67.18296246706986,998.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,1006024,807367,7971,41751,685443,204799,67.68960574547029,74.48752178671015,60.77804192456109,984.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,465704,460725,9070,24817,269817,115572,78.68691081155228,82.84616930928912,74.88662776522601,1094.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,890552,962245,28842,71593,331419,392117,87.07616215705599,87.90001796391819,86.32733053603518,1100.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,1425723,1429953,88737,184167,369694,804997,86.99995247362591,88.03166544925557,85.99508909805024,1027.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,471881,451129,8250,24863,391610,20823,83.23098647939446,85.36074007612045,81.11409183589072,1006.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,1012956,1125478,32653,83940,306288,566191,84.75748938863728,85.7386626219057,83.89341638111537,1136.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,516476,521016,10378,32484,251641,166164,79.35687924275744,82.16120252046967,76.75974789395988,1080.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,1074345,1165928,31542,83133,523715,401415,85.00775032016317,86.15658140385318,83.97595229640876,1113.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,861592,888206,37849,83999,481967,196194,88.61751355118201,88.98087244613954,88.26786661923039,1039.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,1266939,1348504,36791,107602,323793,666543,84.74383345975252,86.13113229481516,83.48055623824172,1098.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1597404,1713911,27909,119918,634543,522586,80.51007556675063,81.48656755400117,79.62080134089507,1098.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1122600,1116892,27162,69440,665899,228442,79.69909613535407,82.57581218673637,77.00281842399907,1067.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1354857,1430551,71621,155321,559293,609824,84.36981947503307,85.65947051169707,83.18370878540996,1087.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1282261,1396287,56148,132774,336748,715119,85.81789055491478,86.59461372279021,85.11677071414508,1108.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,328136,317449,4712,15944,266183,11805,78.97837097208289,81.690084743231,76.35831392999404,1035.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,254120,182475,1290,7266,147388,60325,58.27194866243926,67.02996987713459,49.301178256957826,976.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,290304,178805,619,6016,169606,37135,55.51119373401762,65.40779610532695,44.56377076718324,904.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,626468,521155,1712,13306,400074,70793,67.43987476038639,74.38664985311894,60.63326042442293,1021.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,313642,236284,1158,8516,250358,48912,39.68060749804636,44.84828552635342,34.416589832216864,982.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,529783,409986,2109,13755,318945,87704,59.654162027521295,66.28617830027676,52.82467022107235,971.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,676513,418404,1166,14368,271211,88385,64.29323460588783,72.9911106843338,53.90678750054757,837.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,920314,740376,40788,94729,118893,581826,70.03995257819179,74.45123085759589,65.23533148711243,918.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,233073,175606,986,5058,115979,62861,53.92632022030832,59.992432510347385,47.545506480426056,951.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,572010,371023,1880,15567,375869,95048,53.50921341939144,61.10428032273606,44.90423041824911,883.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,731294,562904,3588,20034,413142,140802,61.89604394616346,68.70042124328772,54.839671334516694,964.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,445737,301978,1432,10504,303387,66514,59.1444203891889,67.34479273214046,50.133644118164646,910.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,303815,187630,616,5251,160453,43401,62.46488737267304,72.30987464209807,51.18154267492642,873.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,925369,550716,374653,3518,16523,274995,101014,59.17759949862986,68.38142989648095,49.40331453829072,942.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,1077338,638479,438859,2388,18626,412348,103364,49.28819883676084,57.37976589004471,40.89759456064294,964.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,222759,155955,554,6447,218021,9774,53.754591752729496,63.29945185315688,44.22862587951028,1002.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,400537,253443,2482,11740,212765,72320,52.67579473209834,61.681619805285806,42.79996690066992,912.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,803114,554096,15779,46454,172720,272172,66.79064740978998,73.6580860604204,58.839407927502016,864.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,352550,203807,148743,986,5376,112714,31845,61.80046102740746,69.12507885686377,53.96532270060626,935.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,810644,469199,341445,2871,14456,209650,105746,65.3034196640754,72.32633242128792,57.61569289179498,914.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,2309130,1289631,1019499,48691,111478,200371,587947,70.47127030665331,75.87729543011497,64.64513306321216,928.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,1756468,980307,776161,20443,58601,272284,352477,71.30580293258323,76.74969740338439,65.44298493015663,929.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,352081,214582,137499,744,5591,211080,24713,34.34775737331325,41.66454702023017,26.959266702612616,990.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,662013,630029,790773,460583,330190,2179,13094,276151,72880,61.20335097465872,69.57310505987041,52.408698647205135,952.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,525272,529633,604962,348033,256929,912,9042,279674,37258,57.347533664168814,66.25767221553785,48.51076122522577,1008.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,682851,657560,834591,502898,331693,2324,12507,302287,81832,62.26381311403741,73.64681314078767,50.443001399111864,963.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1068417,897553,1179685,747652,432033,1781,20172,319298,95288,60.00523914403577,69.97754622024921,48.13453913027978,840.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,422653,403414,508834,307889,200945,1945,8342,174235,67962,61.59718279510016,72.84675608596177,49.811112157733746,954.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,533480,483040,552559,332140,220419,653,8501,256744,32179,54.35790737024357,62.25912873959661,45.63162471016893,905.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,700358,631239,820220,479093,341127,1141,9931,251272,74441,61.59671432122481,68.40687191407822,54.040862494237516,901.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,804245,488797,315448,1611,12718,331894,69823,52.0272814193687,61.856438525357746,41.74790431999915,956.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,825880,485090,340790,3644,14905,266716,107151,56.75882037209232,65.70889452089493,47.54139068228362,971.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,1441757,845572,596185,3406,31194,523910,94489,60.959508791572134,69.02065137539792,52.29665457901099,931.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,1545719,908607,637112,4546,24811,448408,165507,64.98828232409402,72.3265223596764,56.773430071796405,893.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,1371781,801051,570730,3754,22751,461831,114173,61.54423525136444,69.20556892254393,53.26756514597177,926.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,780362,469208,311154,1566,11166,270427,59220,59.509109821158944,68.62344477384046,49.57926286152243,918.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,695879,683252,864194,485341,378853,1182,10417,335045,47542,62.66221265420037,69.74502751196688,55.4485021631843,982.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,540021,526042,604194,348761,255433,1733,10817,233594,57846,56.67526215617651,64.5828588147498,48.55752962691192,974.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,780520,732161,894612,543509,351103,1382,10797,312611,73997,59.14082347831433,69.63421821349868,47.95434337529587,938.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,361784,326077,328025,208201,119824,273,5393,150146,26376,47.687686901859536,57.54842668553613,36.74714867960635,901.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,919795,806255,900846,573242,327604,1852,15304,367859,66759,52.19118797253846,62.32280018917259,40.63280227719518,877.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,600785,353030,247755,837,10790,250953,25916,53.306779836970165,61.29929572573588,44.95473770732743,957.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,747940,459353,288587,1090,10899,322772,60220,51.75460812114318,60.412964996613425,42.14111630800323,901.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,1240990,730817,510173,7501,27733,300765,188684,62.45973554304673,71.91035227184393,52.56399556963656,955.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,356672,210907,145765,839,6360,138100,29966,55.318739744214106,63.780944374217505,46.40955922619427,950.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,862918,512344,350574,1926,12888,292579,83830,59.1495501670808,66.57553328620732,50.85890611875406,896.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,1411281,758977,652304,6163,24232,308158,196077,77.80342531531403,81.40612698882589,73.99327564850063,946.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,2251875,1207104,1044771,9438,36185,508921,272894,77.96149831483721,81.51877944418032,74.21951200452945,951.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,488709,411151,2932,13165,283843,72575,74.9674673882436,80.7089774078478,69.12261648179094,982.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,987185,731322,5614,29198,563114,135457,66.4787011774245,73.1732717814612,59.171175369737924,916.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,1048892,830982,4767,24877,575405,152787,72.68702503771858,78.418313944795,66.54787626792067,934.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,872565,706050,8239,31419,451324,233331,71.61502458595831,77.64180475052366,65.34638070548732,961.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1054031,996831,1293916,723388,570528,6065,27139,382777,146013,63.09132452597981,68.63061902353915,57.23417510089474,946.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,661554,660953,1004243,542837,461406,2866,13595,319702,66813,75.93479656440381,82.05482847961014,69.80919974642676,999.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,450551,340192,1221,9676,242456,41913,67.16323592489883,74.31229733429656,59.57296283519335,942.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,1629223,1262659,14297,56775,796223,373565,68.36734621506758,74.14439567390943,62.121854693016466,925.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,699428,496095,3791,17236,404746,98084,61.02577479038267,69.1494483787506,52.354277717917256,937.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,1559760,1266085,22269,71879,796496,382818,72.90619894060914,78.74958725837575,66.79978241405381,957.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,932432,718240,6217,29758,428616,157016,67.25917571375717,73.23876400081689,60.81337379429934,928.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,1959220,1714588,57964,135750,430844,877522,78.94601349071789,82.14845019339826,75.57929026556084,951.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,1255222,934203,7548,43055,591119,230563,65.13641183211693,72.55303960810947,57.27030799703534,943.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,512099,394410,2579,17047,333440,71572,54.99676938897466,61.463926929678216,48.386443796963654,978.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,2397538,1947828,45039,138887,904661,764271,71.15167752354725,75.93907992750506,66.02804541422189,934.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,644304,493506,3209,18183,367158,77832,68.64300641418554,74.78558619208738,61.99504799375911,924.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,666291,491523,3982,21196,293480,133759,63.058810970727954,70.66626364185943,55.028458961774085,947.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,3940210,3231513,235018,490260,1165718,2056739,76.05698045943076,80.01880544789358,71.72687386397763,915.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,619012,580380,7752,31062,538538,100824,74.26258568519364,81.32898711243021,67.96432569664663,1122.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,1121550,927917,13212,49056,626872,226801,72.62094798172878,78.11716425395339,66.92923835936571,966.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,1201034,1024660,14093,57423,774522,200949,74.09740054152472,79.49434818465465,68.6355875380719,988.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,348289,317778,3517,15721,295847,44989,78.39301077736623,83.45609730382525,73.50544389675217,1036.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,1651266,1259410,15145,59296,779929,376302,67.41177593175715,74.11919642776988,60.26161967248257,938.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,4591396,3635765,256170,551643,713994,2904157,74.38563209099914,78.28363066953244,69.98490876927549,886.0
